Entrez_A	Entrez_B	Score	ID
27113	8626	3.091042453358316	24862
1649	3576	3.091042453358316	3149
22899	387	3.091042453358316	1772
2033	3458	3.091042453358316	20496
4170	891	3.091042453358316	22172
5581	644353	3.091042453358316	16402
3643	3717	3.091042453358316	12593
1158	4654	3.091042453358316	26360
2353	5443	3.091042453358316	2366
5465	6720	3.091042453358316	28724
1432	8569	3.091042453358316	13137
3727	467	3.091042453358316	24832
5606	6300	3.091042453358316	16135
3611	5747	3.091042453358316	1293
5292	7157	3.091042453358316	17555
2475	729597	3.091042453358316	5273
2534	6850	3.091042453358316	2612
207	3643	3.091042453358316	4638
1027	3569	3.091042453358316	21558
2023	3091	3.091042453358316	30542
5588	644353	3.091042453358316	16446
7057	7422	3.091042453358316	2322
2353	5468	3.091042453358316	8415
6885	7334	3.091042453358316	14089
4609	5137	3.091042453358316	21962
4609	64781	3.091042453358316	21964
596	8739	3.091042453358316	12437
3952	6387	3.091042453358316	126
7486	7520	3.091042453358316	24399
4843	596	3.091042453358316	12440
22943	999	3.091042453358316	15254
23081	367	3.091042453358316	26692
3685	3693	3.091042453358316	18547
3066	9314	3.091042453358316	25186
4316	6382	3.091042453358316	11666
3725	7186	3.091042453358316	5745
545	995	3.091042453358316	27835
6464	6654	3.091042453358316	4411
4846	627	3.091042453358316	18352
3725	7421	3.091042453358316	5692
5579	644353	3.091042453358316	16366
3725	5371	3.091042453358316	5693
1026	5932	3.091042453358316	20977
1027	1147	3.091042453358316	17738
387	50848	3.091042453358316	2063
3725	644353	3.091042453358316	5957
4998	5925	3.091042453358316	19693
2033	55662	3.091042453358316	20560
5609	7124	3.091042453358316	23864
3082	5329	3.091042453358316	11866
5914	5916	3.091042453358316	28841
3560	3716	3.091042453358316	18162
1108	3066	3.091042453358316	25148
4323	6667	3.091042453358316	21422
3554	7850	3.091042453358316	32060
1499	3791	3.091042453358316	15320
4041	7471	3.091042453358316	29886
5335	7409	3.091042453358316	12974
3164	5915	3.091042453358316	28829
3939	5315	3.091042453358316	32130
2048	6383	3.091042453358316	10507
2056	4067	3.091042453358316	12522
387	4638	3.091042453358316	1906
6280	929	3.091042453358316	17598
4792	7341	3.091042453358316	14601
1017	4683	3.091042453358316	20057
409	6608	3.091042453358316	18649
1027	3312	3.091042453358316	21505
2908	3458	3.091042453358316	24059
387	7431	3.091042453358316	2042
2475	673	3.091042453358316	5192
1017	4654	3.091042453358316	20047
3276	7157	3.091042453358316	17280
1906	7225	3.091042453358316	16275
604	8841	3.091042453358316	24913
5037	5594	3.091042453358316	6582
5295	7124	3.091042453358316	4366
1326	6416	3.091042453358316	9722
3001	3002	3.091042453358316	24317
3593	7124	3.091042453358316	23948
2056	5336	3.091042453358316	12516
2353	3576	3.091042453358316	3110
1906	5581	3.091042453358316	16283
4436	7157	3.091042453358316	17324
3458	4094	3.091042453358316	24030
3569	468	3.091042453358316	28324
1385	9252	3.091042453358316	6402
10155	7158	3.091042453358316	19933
6198	6696	3.091042453358316	23216
4683	7486	3.091042453358316	30305
1499	356	3.091042453358316	15555
3725	6714	3.091042453358316	2715
1027	3458	3.091042453358316	21531
2308	2538	3.091042453358316	26141
3551	7421	3.091042453358316	17863
1856	387	3.091042453358316	2012
1630	6714	3.091042453358316	2973
23228	6714	3.091042453358316	2967
207	253260	3.091042453358316	4572
9365	9965	3.091042453358316	3596
10013	79885	3.091042453358316	26502
25	5347	3.091042453358316	24446
10468	9241	3.091042453358316	30024
5607	6774	3.091042453358316	9166
5879	6249	3.091042453358316	1630
10499	2033	3.091042453358316	20426
5551	596	3.091042453358316	12374
25	91768	3.091042453358316	24473
4090	657	3.091042453358316	29982
3976	9518	3.091042453358316	25357
5932	7158	3.091042453358316	22504
4314	5054	3.091042453358316	22290
7159	7161	3.091042453358316	22369
23396	382	3.091042453358316	15639
1950	5580	3.091042453358316	2144
655	658	3.091042453358316	29986
3586	6198	3.091042453358316	23224
1796	5921	3.091042453358316	10944
1027	5743	3.091042453358316	17230
1051	7076	3.091042453358316	16677
1437	3662	3.091042453358316	10780
4088	5494	3.091042453358316	30029
1051	6778	3.091042453358316	16680
1511	1991	3.091042453358316	29774
3091	6515	3.091042453358316	30561
1499	7074	3.091042453358316	14135
3383	4846	3.091042453358316	18388
1051	2308	3.091042453358316	16649
2625	861	3.091042453358316	29433
3630	5590	3.091042453358316	10199
2261	8074	3.091042453358316	3603
2549	6464	3.091042453358316	10219
7186	9448	3.091042453358316	14939
25	4194	3.044522437723423	24456
182	9148	3.044522437723423	30845
4087	4214	3.044522437723423	8122
253868	836	3.044522437723423	10554
2100	8202	3.044522437723423	29562
4851	83737	3.044522437723423	26271
3611	387	3.044522437723423	1974
27183	9525	3.044522437723423	26282
1019	3630	3.044522437723423	22589
151648	5347	3.044522437723423	29288
4318	5578	3.044522437723423	316
5111	581	3.044522437723423	10379
3643	5781	3.044522437723423	13772
4318	5594	3.044522437723423	321
2047	6714	3.044522437723423	2770
2335	4035	3.044522437723423	797
2887	5894	3.044522437723423	7486
1991	2335	3.044522437723423	792
27250	79109	3.044522437723423	5158
1869	7515	3.044522437723423	18949
5501	5836	3.044522437723423	31234
5170	5581	3.044522437723423	5442
1026	598	3.044522437723423	5052
10891	8611	3.044522437723423	8155
3082	598	3.044522437723423	5049
472	7189	3.044522437723423	19251
382	9265	3.044522437723423	15651
472	8915	3.044522437723423	19250
23365	9826	3.044522437723423	27920
23410	581	3.044522437723423	10421
2099	3315	3.044522437723423	16808
2099	5295	3.044522437723423	4378
2064	51285	3.044522437723423	7741
57521	58528	3.044522437723423	25958
654	657	3.044522437723423	29971
3066	94241	3.044522437723423	25137
10399	5608	3.044522437723423	10916
6385	6386	3.044522437723423	41
7157	834	3.044522437723423	17295
1111	11186	3.044522437723423	27869
10006	55740	3.044522437723423	3706
3636	6714	3.044522437723423	2799
1495	324	3.044522437723423	15303
1387	3565	3.044522437723423	20297
331	8737	3.044522437723423	28015
3558	9021	3.044522437723423	13648
25791	5879	3.044522437723423	1587
182	28514	3.044522437723423	30815
3572	7124	3.044522437723423	23952
356	54205	3.044522437723423	24151
4609	7486	3.044522437723423	21826
356	8795	3.044522437723423	24163
1154	3558	3.044522437723423	23638
6356	6778	3.044522437723423	22757
29127	6774	3.044522437723423	9327
1387	627	3.044522437723423	20255
11073	5884	3.044522437723423	21691
2268	5747	3.044522437723423	1227
675	7517	3.044522437723423	29159
3480	6198	3.044522437723423	15741
1387	3659	3.044522437723423	20261
3558	6850	3.044522437723423	23640
596	834	3.044522437723423	12319
3091	4846	3.044522437723423	18373
6117	641	3.044522437723423	30236
4609	4683	3.044522437723423	21824
3055	5336	3.044522437723423	13809
4301	5818	3.044522437723423	15605
3309	596	3.044522437723423	12419
1019	1869	3.044522437723423	19007
3479	3717	3.044522437723423	12631
3576	4609	3.044522437723423	3172
54880	9612	3.044522437723423	26442
4035	6464	3.044522437723423	13591
11284	54840	3.044522437723423	24437
2353	4088	3.044522437723423	8430
28514	57534	3.044522437723423	30821
2100	6714	3.044522437723423	3056
116986	2036	3.044522437723423	31097
1943	1969	3.044522437723423	15702
383	6778	3.044522437723423	22756
6722	998	3.044522437723423	7886
3690	6850	3.044522437723423	14178
3630	4012	3.044522437723423	22607
3002	3559	3.044522437723423	23479
2017	3082	3.044522437723423	2502
2625	6774	3.044522437723423	9361
1457	3725	3.044522437723423	5835
2932	4313	3.044522437723423	11075
1387	2547	3.044522437723423	20157
4772	5743	3.044522437723423	17204
1029	472	3.044522437723423	19228
1500	2241	3.044522437723423	15587
3635	695	3.044522437723423	12483
3554	920	3.044522437723423	26211
4088	864	3.044522437723423	30343
1147	207	3.044522437723423	4694
2353	2908	3.044522437723423	8469
58484	7157	3.044522437723423	17326
23118	8517	3.044522437723423	17929
4313	6347	3.044522437723423	11103
2475	4233	3.044522437723423	5223
1956	2261	3.044522437723423	3243
3558	64781	3.044522437723423	23643
6667	857	3.044522437723423	18427
10096	2017	3.044522437723423	2478
50618	998	3.044522437723423	8029
1499	6347	3.044522437723423	15480
144100	1500	3.044522437723423	15582
5905	7124	3.044522437723423	14589
5879	6198	3.044522437723423	1508
3569	632	3.044522437723423	28325
3569	387	3.044522437723423	1930
4088	641	3.044522437723423	30222
1956	2263	3.044522437723423	3244
2002	5599	3.044522437723423	6063
259230	64781	3.044522437723423	28105
3002	840	3.044522437723423	19611
4692	4914	3.044522437723423	28204
1017	1387	3.044522437723423	19991
1326	5595	3.044522437723423	7030
2908	3065	3.044522437723423	14346
2247	7448	3.044522437723423	576
1398	2885	3.044522437723423	8741
1020	1600	3.044522437723423	16103
2908	3164	3.044522437723423	26629
1387	4067	3.044522437723423	13028
246778	2625	3.044522437723423	29441
2247	6198	3.044522437723423	582
659	90	3.044522437723423	29998
5516	5520	3.044522437723423	8986
2260	6714	3.044522437723423	633
1445	1956	3.044522437723423	3406
3065	9611	3.044522437723423	14267
2932	5594	3.044522437723423	6726
2885	356	3.044522437723423	8888
7132	857	3.044522437723423	18477
2697	3091	3.044522437723423	30504
7531	81565	3.044522437723423	9899
3630	3767	3.044522437723423	22638
3725	6591	3.044522437723423	5665
6347	6772	3.044522437723423	9083
23387	6794	3.044522437723423	31578
3458	7015	3.044522437723423	24039
11331	3065	3.044522437723423	14396
1107	1108	3.044522437723423	27390
10253	4233	3.044522437723423	11945
4137	7157	3.044522437723423	16216
324	6925	3.044522437723423	24771
1906	5580	3.044522437723423	2189
10397	3091	3.044522437723423	25450
672	995	3.044522437723423	19417
6502	7709	3.044522437723423	29518
384	7124	3.044522437723423	18620
3568	4067	3.044522437723423	13086
1027	604	3.044522437723423	21577
5058	9459	3.044522437723423	15015
387	613	3.044522437723423	1988
5595	5743	3.044522437723423	7027
1973	1981	3.044522437723423	31467
2534	999	3.044522437723423	2557
6714	7205	3.044522437723423	2993
6647	6667	3.044522437723423	21474
1258	1259	3.044522437723423	31851
1956	2668	3.044522437723423	3558
3791	7010	3.044522437723423	18227
1956	7525	3.044522437723423	3399
2033	4286	3.044522437723423	17081
1027	672	3.044522437723423	19344
2212	4067	3.044522437723423	13044
1399	9564	3.044522437723423	12827
1978	9252	3.044522437723423	6420
57379	959	3.044522437723423	28527
5595	860	3.044522437723423	7134
11200	4683	3.044522437723423	29472
3635	6714	3.044522437723423	2906
387	9493	3.044522437723423	2038
1026	6880	3.044522437723423	20993
2064	3717	3.044522437723423	11438
5728	6591	3.044522437723423	23244
4067	55824	3.044522437723423	13052
1026	93624	3.044522437723423	20992
11200	4361	3.044522437723423	29471
2065	685	3.044522437723423	11453
3458	627	3.044522437723423	24013
1956	5054	3.044522437723423	3458
355	8717	3.044522437723423	25385
3065	864	3.044522437723423	14337
5335	627	3.044522437723423	12938
10608	4149	3.044522437723423	27492
11315	6531	3.044522437723423	31809
5111	5932	3.044522437723423	22502
4312	8061	3.044522437723423	11966
5581	7124	3.044522437723423	16383
1950	3552	3.044522437723423	4066
1399	6714	3.044522437723423	2903
142	355	3.044522437723423	25381
5601	7040	3.044522437723423	6368
6774	8554	3.044522437723423	9196
3265	4318	3.044522437723423	398
2619	5727	3.044522437723423	18789
5159	6714	3.044522437723423	2875
7124	8767	3.044522437723423	23904
387	4313	3.044522437723423	1728
10062	6256	3.044522437723423	28776
1029	3458	3.044522437723423	21652
7040	7054	3.044522437723423	11257
2033	4773	3.044522437723423	20403
1956	581	3.044522437723423	3419
351	835	3.044522437723423	28628
3718	6776	3.044522437723423	12059
1871	4609	3.044522437723423	19658
4846	5579	3.044522437723423	16346
4088	54778	3.044522437723423	30366
4035	4322	3.044522437723423	31717
1017	9564	3.044522437723423	15868
4091	655	3.044522437723423	30018
5901	9972	3.044522437723423	14449
5604	983	3.044522437723423	7398
6446	7249	3.044522437723423	25678
1509	7325	3.044522437723423	25252
644353	7534	3.044522437723423	9689
4086	6885	3.044522437723423	10080
2260	999	3.044522437723423	650
10468	655	3.044522437723423	30017
1942	5879	3.044522437723423	1418
835	841	3.044522437723423	26863
3569	5328	3.044522437723423	22205
183	1843	3.044522437723423	8688
2099	6469	3.044522437723423	17013
5594	5829	3.044522437723423	6622
5159	644353	3.044522437723423	22718
56616	841	3.044522437723423	26868
3952	6667	3.044522437723423	21434
6387	7422	3.044522437723423	128
4233	4286	3.044522437723423	11933
2057	5335	3.044522437723423	12022
4088	6387	3.044522437723423	132
7015	7490	3.044522437723423	29317
6385	6714	3.044522437723423	52
2934	3984	3.044522437723423	18098
10811	1536	3.044522437723423	31732
2534	940	3.044522437723423	2683
10401	4088	3.044522437723423	27016
1386	5058	3.044522437723423	6466
1956	3691	3.044522437723423	3559
1649	3725	3.044522437723423	5624
2057	3815	3.044522437723423	12032
207	4254	3.044522437723423	4614
5595	5778	3.044522437723423	6989
2280	4092	3.044522437723423	27634
2002	5601	3.044522437723423	6269
6591	6774	3.044522437723423	9220
57521	7249	2.995732273553991	25671
3605	3717	2.995732273553991	12676
596	6772	2.995732273553991	9006
1978	7157	2.995732273553991	16752
3725	4843	2.995732273553991	5615
3164	5443	2.995732273553991	2379
2308	4088	2.995732273553991	26114
226	3091	2.995732273553991	30534
10818	2549	2.995732273553991	10223
3725	958	2.995732273553991	5739
1956	9518	2.995732273553991	3448
1020	387	2.995732273553991	1780
1749	1750	2.995732273553991	32052
6667	7161	2.995732273553991	21182
3725	641	2.995732273553991	5784
596	8021	2.995732273553991	12395
1847	5594	2.995732273553991	6809
4088	7015	2.995732273553991	30140
1794	5880	2.995732273553991	31091
51561	5970	2.995732273553991	27311
23129	8829	2.995732273553991	31939
1052	7709	2.995732273553991	29632
5594	627	2.995732273553991	6792
3297	5054	2.995732273553991	22254
7189	8767	2.995732273553991	28549
4092	6885	2.995732273553991	14045
29760	973	2.995732273553991	27142
1499	8607	2.995732273553991	15508
467	5366	2.995732273553991	24807
1020	5879	2.995732273553991	1627
545	6117	2.995732273553991	27847
3725	5587	2.995732273553991	5893
6347	7076	2.995732273553991	31659
4790	5468	2.995732273553991	13287
2023	207	2.995732273553991	4877
3688	7412	2.995732273553991	925
6385	6387	2.995732273553991	29
151648	55143	2.995732273553991	31186
1869	7159	2.995732273553991	18962
3558	4094	2.995732273553991	23584
3953	5770	2.995732273553991	18129
4792	7132	2.995732273553991	27213
5818	5819	2.995732273553991	15631
7186	8837	2.995732273553991	28059
3725	4790	2.995732273553991	5741
4214	4775	2.995732273553991	8108
2268	6714	2.995732273553991	2771
142	5925	2.995732273553991	19779
3082	7039	2.995732273553991	11644
149233	920	2.995732273553991	26192
1026	3456	2.995732273553991	21130
367	7291	2.995732273553991	26716
4485	7124	2.995732273553991	23939
4486	7124	2.995732273553991	23938
200558	7520	2.995732273553991	24328
2022	7043	2.995732273553991	31901
10397	7157	2.995732273553991	17325
3265	801	2.995732273553991	7778
185	7124	2.995732273553991	23922
7094	87	2.995732273553991	18
3265	857	2.995732273553991	10741
29904	5603	2.995732273553991	16140
1020	1026	2.995732273553991	16118
1499	6446	2.995732273553991	15550
595	6667	2.995732273553991	21276
10273	6714	2.995732273553991	3052
1855	8312	2.995732273553991	25735
5515	7157	2.995732273553991	8922
1437	1906	2.995732273553991	10799
1839	4846	2.995732273553991	11608
2033	6670	2.995732273553991	20482
1499	2908	2.995732273553991	15483
207	3553	2.995732273553991	4866
2309	4485	2.995732273553991	23022
1454	324	2.995732273553991	24754
3265	808	2.995732273553991	7864
6616	6812	2.995732273553991	18637
112744	3458	2.995732273553991	24095
4800	6908	2.995732273553991	25459
891	994	2.995732273553991	25110
2017	5770	2.995732273553991	2474
139716	6654	2.995732273553991	4447
3123	920	2.995732273553991	26166
2177	57599	2.995732273553991	31034
1452	7534	2.995732273553991	9629
1278	6667	2.995732273553991	11709
4087	815	2.995732273553991	26446
10499	7421	2.995732273553991	25704
4087	8850	2.995732273553991	22147
5909	9564	2.995732273553991	14906
4690	998	2.995732273553991	7895
3066	6670	2.995732273553991	25171
6300	6640	2.995732273553991	16139
1072	54434	2.995732273553991	26234
53615	9219	2.995732273553991	27430
10892	1540	2.995732273553991	28930
5982	5984	2.995732273553991	31314
1027	25	2.995732273553991	21518
2735	3065	2.995732273553991	14391
2268	644353	2.995732273553991	13855
3084	4851	2.995732273553991	11623
10253	999	2.995732273553991	15284
3516	4853	2.995732273553991	30656
1950	3458	2.995732273553991	4010
596	677	2.995732273553991	12461
4214	8737	2.995732273553991	8075
2208	6778	2.995732273553991	22762
5295	5781	2.995732273553991	4264
3606	6774	2.995732273553991	9363
23462	3516	2.995732273553991	30439
10112	3619	2.995732273553991	31198
23643	4615	2.995732273553991	17614
3091	5230	2.995732273553991	30555
367	5451	2.995732273553991	26757
627	6714	2.995732273553991	3045
4216	5606	2.995732273553991	16162
1020	25791	2.995732273553991	16087
660	6714	2.995732273553991	2959
3630	5265	2.995732273553991	22658
3265	805	2.995732273553991	7838
1499	5371	2.995732273553991	15566
1869	6046	2.995732273553991	19057
25	8626	2.995732273553991	24441
3551	7189	2.995732273553991	17823
6385	8324	2.995732273553991	33
1499	64750	2.995732273553991	15568
1052	4609	2.995732273553991	21779
3558	3604	2.995732273553991	23564
149233	3458	2.995732273553991	24087
1407	8914	2.995732273553991	27785
5747	644353	2.995732273553991	1265
6455	6714	2.995732273553991	2958
2549	5295	2.995732273553991	4247
207	5295	2.995732273553991	4246
1437	3725	2.995732273553991	5756
3458	729597	2.995732273553991	24042
3815	5295	2.995732273553991	4299
2353	4286	2.995732273553991	8507
130367	64781	2.995732273553991	15903
1950	572	2.995732273553991	3860
253260	55615	2.995732273553991	5484
4322	5328	2.995732273553991	22233
2065	5295	2.995732273553991	4373
1111	4683	2.995732273553991	27874
4609	6794	2.995732273553991	21907
208	4217	2.995732273553991	22935
2099	861	2.995732273553991	16871
10018	2908	2.995732273553991	26617
1906	4609	2.995732273553991	16298
1499	1977	2.995732273553991	15365
1902	9170	2.995732273553991	31535
2885	6774	2.995732273553991	8722
1029	4313	2.995732273553991	11063
130367	56848	2.995732273553991	15898
5058	6790	2.995732273553991	15023
1906	4775	2.995732273553991	16300
10818	2261	2.995732273553991	3645
4846	5879	2.995732273553991	1649
1499	382	2.995732273553991	15311
4092	655	2.995732273553991	27614
4089	51588	2.995732273553991	27025
5604	5728	2.995732273553991	7334
1977	7157	2.995732273553991	16773
1435	867	2.995732273553991	12773
3479	5879	2.995732273553991	1640
3569	383	2.995732273553991	28259
55715	5979	2.995732273553991	17991
5580	6622	2.995732273553991	2256
7528	990	2.995732273553991	20675
5599	6256	2.995732273553991	6190
3569	6401	2.995732273553991	28262
1977	4318	2.995732273553991	479
5925	8850	2.995732273553991	19695
5594	8844	2.995732273553991	6594
2908	4790	2.995732273553991	13407
835	842	2.995732273553991	27716
3815	4067	2.995732273553991	13026
23293	23381	2.995732273553991	27710
4318	836	2.995732273553991	391
1027	5468	2.995732273553991	21551
23085	8517	2.995732273553991	17909
1021	1499	2.995732273553991	15382
1437	5894	2.995732273553991	7560
2308	253260	2.995732273553991	5471
5604	6774	2.995732273553991	7300
1017	6667	2.995732273553991	19996
6772	7040	2.995732273553991	9074
2011	2932	2.995732273553991	23080
389	6774	2.995732273553991	9250
2056	2624	2.995732273553991	12557
207	6462	2.995732273553991	4671
7414	7791	2.995732273553991	15802
4790	598	2.995732273553991	5019
4086	9241	2.995732273553991	10079
2056	3952	2.995732273553991	12555
8555	983	2.995732273553991	20813
3636	867	2.995732273553991	12757
3479	5829	2.995732273553991	15078
5829	595	2.995732273553991	15067
3569	9970	2.995732273553991	28333
10163	2017	2.995732273553991	2455
6772	9466	2.995732273553991	9071
5111	595	2.995732273553991	22892
3667	5594	2.995732273553991	6641
2056	7037	2.995732273553991	12554
3565	4851	2.995732273553991	29056
5594	9261	2.995732273553991	6660
3791	5054	2.995732273553991	18263
3458	5551	2.995732273553991	24005
207	23411	2.995732273553991	4901
5914	8648	2.995732273553991	28843
54205	6464	2.995732273553991	13556
2549	6654	2.995732273553991	4400
1950	5337	2.995732273553991	3890
4217	6885	2.995732273553991	14033
5594	999	2.995732273553991	6683
5335	5747	2.995732273553991	1183
4920	7471	2.995732273553991	29885
1843	4878	2.995732273553991	8698
3569	5327	2.995732273553991	28297
3605	6775	2.995732273553991	24269
23013	9612	2.995732273553991	26570
5606	6416	2.995732273553991	9704
5584	6714	2.995732273553991	2901
2159	3068	2.995732273553991	30779
2932	6256	2.995732273553991	23087
4233	5771	2.995732273553991	11888
644353	7124	2.995732273553991	23980
5728	6722	2.995732273553991	8631
3002	8795	2.995732273553991	24304
351	839	2.995732273553991	25055
3565	6401	2.995732273553991	29108
1950	4314	2.995732273553991	4050
4914	7442	2.995732273553991	28223
3371	4318	2.995732273553991	319
22943	79412	2.995732273553991	25302
7325	8202	2.995732273553991	25338
1950	836	2.995732273553991	4052
836	8737	2.995732273553991	10538
2099	4350	2.995732273553991	16970
581	7325	2.995732273553991	10384
5331	644353	2.995732273553991	16006
3565	3595	2.995732273553991	29097
3937	4690	2.995732273553991	14981
2100	672	2.995732273553991	19454
2309	4654	2.995732273553991	22953
7124	8850	2.995732273553991	22124
5071	6531	2.995732273553991	31808
10000	2309	2.995732273553991	22957
331	5879	2.995732273553991	1525
4193	900	2.995732273553991	14685
4791	6778	2.995732273553991	22785
3658	7157	2.995732273553991	17560
2099	472	2.995732273553991	16860
1950	55740	2.995732273553991	3924
2932	4318	2.995732273553991	399
6774	8611	2.995732273553991	8137
5604	8826	2.995732273553991	7227
472	9126	2.995732273553991	19313
3815	6772	2.995732273553991	9025
10640	382	2.995732273553991	15659
1956	6850	2.995732273553991	3587
1499	85409	2.995732273553991	15411
10818	4914	2.995732273553991	18023
2309	5970	2.995732273553991	22960
1027	2932	2.995732273553991	21492
115557	5879	2.995732273553991	1581
1956	6198	2.995732273553991	3493
4312	7157	2.995732273553991	11960
330	8767	2.995732273553991	27996
2308	356	2.995732273553991	24195
572	842	2.995732273553991	4966
4092	4792	2.995732273553991	27211
57572	5879	2.995732273553991	1585
50649	5879	2.995732273553991	1458
4772	50943	2.995732273553991	23690
5328	5970	2.995732273553991	22195
3066	8850	2.995732273553991	22129
5747	7010	2.995732273553991	1308
3558	7157	2.995732273553991	17510
2056	2309	2.995732273553991	12527
10524	2309	2.995732273553991	22971
2056	867	2.995732273553991	12518
1956	5371	2.9444389791664403	3452
1499	1857	2.9444389791664403	15358
5328	5594	2.9444389791664403	6768
2876	7157	2.9444389791664403	17314
5610	64781	2.9444389791664403	22547
6714	9353	2.9444389791664403	3072
1287	1288	2.9444389791664403	11771
2114	4609	2.9444389791664403	21787
1906	2185	2.9444389791664403	16272
10401	463	2.9444389791664403	27014
5594	85358	2.9444389791664403	6642
3586	598	2.9444389791664403	5129
1956	3276	2.9444389791664403	3429
2056	3791	2.9444389791664403	12542
10817	5594	2.9444389791664403	6794
3932	4792	2.9444389791664403	13945
4233	5795	2.9444389791664403	11928
1108	9219	2.9444389791664403	27408
3594	6775	2.9444389791664403	24263
1499	846	2.9444389791664403	15342
25913	641	2.9444389791664403	30175
22943	3725	2.9444389791664403	5677
2932	5581	2.9444389791664403	16387
581	5970	2.9444389791664403	10431
5458	581	2.9444389791664403	10418
5137	5970	2.9444389791664403	27320
8648	9971	2.9444389791664403	28822
10048	4233	2.9444389791664403	11927
332	6790	2.9444389791664403	31131
1535	4688	2.9444389791664403	31730
1398	5156	2.9444389791664403	14880
2185	5879	2.9444389791664403	1427
5818	998	2.9444389791664403	8009
1437	5443	2.9444389791664403	2365
26018	9101	2.9444389791664403	31649
5608	6416	2.9444389791664403	9705
157	2149	2.9444389791664403	28736
6642	6643	2.9444389791664403	28739
2287	3066	2.9444389791664403	25158
2033	5594	2.9444389791664403	6736
1820	7157	2.9444389791664403	17285
117584	8737	2.9444389791664403	28027
3091	5594	2.9444389791664403	6840
405	6667	2.9444389791664403	21416
1856	2932	2.9444389791664403	23034
1385	7157	2.9444389791664403	8196
4067	4145	2.9444389791664403	13032
183	4312	2.9444389791664403	11952
672	8554	2.9444389791664403	14803
54888	9212	2.9444389791664403	31168
139818	998	2.9444389791664403	8022
2042	387	2.9444389791664403	1775
4314	999	2.9444389791664403	15279
1432	836	2.9444389791664403	10606
3606	3725	2.9444389791664403	5977
5578	867	2.9444389791664403	1026
177	387	2.9444389791664403	2067
1978	54541	2.9444389791664403	16768
1649	51561	2.9444389791664403	16741
1499	6462	2.9444389791664403	15389
6595	6599	2.9444389791664403	20959
7422	8648	2.9444389791664403	18330
50507	5770	2.9444389791664403	18125
5468	7341	2.9444389791664403	14610
4654	7291	2.9444389791664403	26354
10009	999	2.9444389791664403	15275
185	4846	2.9444389791664403	18361
3725	9759	2.9444389791664403	6011
3082	4314	2.9444389791664403	11871
1027	3169	2.9444389791664403	21582
3066	5931	2.9444389791664403	25165
1437	836	2.9444389791664403	10530
3725	4313	2.9444389791664403	5701
1386	3727	2.9444389791664403	6533
1398	5879	2.9444389791664403	1407
5914	6257	2.9444389791664403	28796
10062	5465	2.9444389791664403	28773
2113	6714	2.9444389791664403	2910
3667	8611	2.9444389791664403	8154
1437	5594	2.9444389791664403	6607
5241	7124	2.9444389791664403	23863
10413	861	2.9444389791664403	29183
6714	6997	2.9444389791664403	3076
5925	5932	2.9444389791664403	19702
4217	596	2.9444389791664403	12475
1950	360	2.9444389791664403	3918
672	7334	2.9444389791664403	19418
5594	650	2.9444389791664403	6746
356	6774	2.9444389791664403	9396
1147	1540	2.9444389791664403	17758
330	7189	2.9444389791664403	27986
5594	7132	2.9444389791664403	6705
2316	4920	2.9444389791664403	30939
1019	2648	2.9444389791664403	22096
3716	9655	2.9444389791664403	18190
5970	9612	2.9444389791664403	26544
472	55294	2.9444389791664403	19324
3569	5601	2.9444389791664403	6353
5580	6464	2.9444389791664403	2266
1856	23002	2.9444389791664403	25861
4915	53358	2.9444389791664403	28232
2908	9612	2.9444389791664403	26542
6997	7040	2.9444389791664403	11372
140823	79155	2.9444389791664403	31704
3717	51285	2.9444389791664403	7658
1387	1956	2.9444389791664403	3370
2309	6774	2.9444389791664403	9203
1487	9314	2.9444389791664403	30619
1956	5921	2.9444389791664403	3365
4804	7189	2.9444389791664403	28553
1959	8651	2.9444389791664403	23319
1387	3456	2.9444389791664403	20240
351	842	2.9444389791664403	27721
1960	356	2.9444389791664403	24176
356	5468	2.9444389791664403	24175
3717	4843	2.9444389791664403	12689
356	50943	2.9444389791664403	24171
5327	5329	2.9444389791664403	30404
8651	920	2.9444389791664403	23335
2908	7040	2.9444389791664403	11297
4436	596	2.9444389791664403	12324
207	860	2.9444389791664403	4786
2308	7157	2.9444389791664403	17375
367	6925	2.9444389791664403	26672
659	94	2.9444389791664403	30002
1796	644353	2.9444389791664403	18010
4609	5241	2.9444389791664403	22055
2033	2194	2.9444389791664403	20412
23411	604	2.9444389791664403	22355
6714	9423	2.9444389791664403	2971
1855	1857	2.9444389791664403	25840
2033	3297	2.9444389791664403	20408
467	595	2.9444389791664403	22849
4286	7157	2.9444389791664403	17068
4846	801	2.9444389791664403	7750
2065	2069	2.9444389791664403	11455
580	5932	2.9444389791664403	22493
4654	6774	2.9444389791664403	9302
1385	207	2.9444389791664403	4543
5879	7189	2.9444389791664403	1530
3667	5590	2.9444389791664403	10203
5580	5594	2.9444389791664403	2155
6497	9611	2.9444389791664403	27559
2885	4914	2.9444389791664403	8821
1856	1857	2.9444389791664403	25854
112398	2034	2.9444389791664403	32113
1385	8986	2.9444389791664403	6386
2736	644353	2.9444389791664403	18777
1462	7157	2.9444389791664403	17368
3164	4772	2.9444389791664403	23680
6382	6385	2.9444389791664403	45
4772	5970	2.9444389791664403	23700
10018	3569	2.9444389791664403	28268
5058	660	2.9444389791664403	15012
4193	5111	2.9444389791664403	14696
1387	5449	2.9444389791664403	20292
4193	835	2.9444389791664403	14710
207	388	2.9444389791664403	4657
